"Spectra International Data File"
"[Scan Data (Pressures in mbar)]"
1	4.2263e-12	3.2274e-11	1.3832e-11	8.0684e-12	1.4856e-11	2.2796e-11	5.1228e-12	-3.5860e-12	2.0107e-11	3.0737e-12	-6.9158e-12	-2.6895e-12	2.0363e-11	1.7930e-12	-1.1398e-11	-2.1260e-11	-2.2668e-11	-1.9979e-11	-2.1900e-11	3.7140e-12	-1.0374e-11	-3.5860e-12	-3.7140e-12	-1.2423e-11	-1.7161e-11	2.6895e-11	1.5240e-11	1.8186e-11	2.9200e-11	3.1377e-11	8.0684e-12	3.2017e-12	3.9061e-11	2.3693e-11	2.2316e-11	9.6070e-11	1.1593e-10	1.7797e-10	9.6662e-10	2.9519e-10	2.1188e-09	4.8772e-10	1.7251e-09	1.1948e-09	1.5473e-10	4.4755e-11	2.3105e-11	1.7757e-11	3.4374e-11	1.3754e-10	1.2060e-10	6.5190e-11	1.8024e-10	1.2634e-10	1.0365e-09	3.1916e-10	8.1790e-10	6.5546e-11	2.3996e-11	3.5008e-11	1.6345e-11	1.4666e-11	3.0623e-11	1.7406e-11	6.7931e-11	4.1343e-11	3.0942e-10	1.0069e-10	4.4586e-10	1.6263e-10	2.5776e-10	2.6194e-11	1.7611e-11	2.0957e-11	1.6050e-11	2.2999e-11	8.2656e-11	3.4141e-11	1.0259e-10	2.9108e-11	1.4431e-10	6.3597e-11	1.3790e-10	4.2146e-11	7.3010e-11	7.3323e-12	4.8841e-12	4.6166e-12	8.6736e-12	2.3877e-12	5.5220e-11	1.0381e-11	2.2265e-11	1.0412e-11	4.1651e-11	1.4739e-11	3.2328e-11	1.0558e-11	8.6691e-12	5.2904e-12	
2	1.5993e-09	2.1230e-09	2.1791e-12	1.4268e-12	9.3820e-14	5.3754e-13	1.5782e-13	1.6121e-12	6.0606e-14	5.0805e-14	2.4082e-12	5.8486e-10	2.7055e-10	6.9816e-10	1.1621e-09	6.9563e-09	3.8510e-08	7.8766e-08	2.7491e-10	3.4043e-10	1.5673e-12	1.3010e-11	2.1153e-12	1.0746e-10	3.4798e-10	1.4547e-09	1.4534e-09	6.3884e-09	1.5204e-09	3.4667e-10	1.3366e-10	4.6832e-10	3.6436e-11	6.8250e-11	1.7302e-11	7.9216e-11	1.0704e-10	1.6882e-10	9.0832e-10	2.7993e-10	1.8839e-09	4.4665e-10	1.5289e-09	1.1561e-09	1.6784e-10	5.2054e-11	1.8915e-11	1.7578e-11	3.4294e-11	1.3273e-10	1.1810e-10	6.2204e-11	1.7562e-10	1.2187e-10	9.7543e-10	3.0015e-10	7.7100e-10	6.0935e-11	2.2727e-11	3.9646e-11	1.6863e-11	1.5158e-11	3.0682e-11	1.8247e-11	6.6917e-11	3.9368e-11	2.9320e-10	9.3025e-11	4.2202e-10	1.5588e-10	2.4760e-10	2.4307e-11	1.8038e-11	2.0297e-11	1.5563e-11	2.2832e-11	8.1271e-11	3.1722e-11	9.7451e-11	2.8770e-11	1.3970e-10	5.9428e-11	1.2889e-10	4.0537e-11	7.2767e-11	7.4257e-12	4.5560e-12	4.4574e-12	7.9181e-12	2.4680e-12	5.3154e-11	1.0010e-11	2.1762e-11	1.0030e-11	3.9769e-11	1.4151e-11	3.1078e-11	1.0752e-11	9.0079e-12	4.9873e-12	
3	1.5684e-09	2.0988e-09	2.1109e-12	1.7628e-12	2.2157e-14	6.2302e-13	2.1001e-13	1.7206e-12	-1.3780e-14	-1.0842e-21	2.1409e-12	5.8041e-10	2.6653e-10	6.9812e-10	1.1498e-09	6.9381e-09	3.8423e-08	7.8715e-08	2.8186e-10	3.4129e-10	1.3716e-12	1.3235e-11	2.3836e-12	1.0836e-10	3.4259e-10	1.4384e-09	1.4333e-09	6.3789e-09	1.5278e-09	3.4325e-10	1.3352e-10	4.6775e-10	3.7634e-11	7.0171e-11	1.8288e-11	8.3346e-11	1.0611e-10	1.6630e-10	8.9403e-10	2.7563e-10	1.8700e-09	4.4480e-10	1.5501e-09	1.1627e-09	1.7134e-10	5.1747e-11	1.9269e-11	1.6813e-11	3.5736e-11	1.3631e-10	1.1639e-10	6.2518e-11	1.7334e-10	1.2240e-10	9.8366e-10	2.9940e-10	7.7867e-10	6.2126e-11	2.2876e-11	4.0753e-11	1.6463e-11	1.4936e-11	3.1965e-11	1.8688e-11	6.6882e-11	3.9708e-11	2.9237e-10	9.3423e-11	4.2988e-10	1.5679e-10	2.5004e-10	2.5182e-11	1.9642e-11	2.1374e-11	1.5992e-11	2.3234e-11	8.0363e-11	3.2095e-11	9.6857e-11	2.7778e-11	1.4002e-10	5.9779e-11	1.3252e-10	4.1572e-11	7.2896e-11	6.8710e-12	4.9618e-12	4.5362e-12	8.0435e-12	2.4590e-12	5.3037e-11	9.6166e-12	2.1685e-11	1.0587e-11	4.0948e-11	1.4647e-11	3.1744e-11	1.1407e-11	8.3432e-12	5.1396e-12	
4	1.5910e-09	2.1140e-09	2.1645e-12	1.4801e-12	4.4899e-14	6.9368e-13	1.8844e-13	1.9298e-12	4.2721e-15	3.7067e-14	2.3316e-12	5.8478e-10	2.6873e-10	7.0081e-10	1.1574e-09	6.9525e-09	3.8462e-08	7.8750e-08	2.7854e-10	3.3816e-10	1.4127e-12	1.3233e-11	2.3016e-12	1.0902e-10	3.4392e-10	1.4432e-09	1.4412e-09	6.4005e-09	1.5454e-09	3.4389e-10	1.3576e-10	4.6961e-10	3.8047e-11	7.2431e-11	1.9825e-11	8.7487e-11	1.0745e-10	1.6889e-10	9.0166e-10	2.7629e-10	1.9082e-09	4.5244e-10	1.5734e-09	1.1659e-09	1.7321e-10	5.5378e-11	1.8947e-11	1.8536e-11	3.4677e-11	1.3720e-10	1.1823e-10	6.2992e-11	1.7584e-10	1.2412e-10	9.9665e-10	3.0271e-10	7.9506e-10	6.4706e-11	2.3845e-11	4.2494e-11	1.6180e-11	1.5254e-11	3.0879e-11	1.8242e-11	6.6681e-11	4.0168e-11	3.0019e-10	9.3029e-11	4.3636e-10	1.6004e-10	2.5553e-10	2.6160e-11	2.0375e-11	2.1989e-11	1.6345e-11	2.4095e-11	8.0968e-11	3.2692e-11	9.8577e-11	2.7274e-11	1.4167e-10	6.2003e-11	1.3448e-10	4.2616e-11	7.4629e-11	7.6278e-12	5.1987e-12	4.2221e-12	8.5332e-12	2.8227e-12	5.2851e-11	9.8584e-12	2.1860e-11	1.0278e-11	4.1001e-11	1.5558e-11	3.2743e-11	1.0741e-11	8.9908e-12	5.5860e-12	
5	1.5618e-09	2.1037e-09	2.1729e-12	1.4261e-12	8.1673e-15	8.2402e-13	1.9061e-13	1.7492e-12	7.3506e-14	9.7296e-14	2.2957e-12	5.8931e-10	2.7027e-10	7.0268e-10	1.1567e-09	6.9676e-09	3.8489e-08	7.8786e-08	2.7947e-10	3.4079e-10	1.5793e-12	1.2917e-11	2.5489e-12	1.0774e-10	3.4179e-10	1.4513e-09	1.4627e-09	6.4454e-09	1.5757e-09	3.4687e-10	1.3696e-10	4.7223e-10	3.8562e-11	7.4074e-11	2.0066e-11	9.0395e-11	1.0827e-10	1.7055e-10	9.0647e-10	2.7795e-10	1.9297e-09	4.5759e-10	1.6032e-09	1.1798e-09	1.7770e-10	5.4948e-11	1.9566e-11	1.7563e-11	3.4877e-11	1.3740e-10	1.1958e-10	6.3400e-11	1.7932e-10	1.2383e-10	1.0122e-09	3.1079e-10	8.1022e-10	6.4328e-11	2.3611e-11	4.2945e-11	1.7564e-11	1.5242e-11	3.2616e-11	1.8382e-11	6.8637e-11	3.9936e-11	3.0310e-10	9.6121e-11	4.4733e-10	1.6164e-10	2.6133e-10	2.5785e-11	2.0800e-11	2.2181e-11	1.6989e-11	2.4954e-11	8.4581e-11	3.3262e-11	9.8671e-11	2.9183e-11	1.4417e-10	6.1029e-11	1.3942e-10	4.2774e-11	7.6175e-11	7.2851e-12	5.2819e-12	4.6176e-12	8.0555e-12	2.5343e-12	5.4136e-11	1.0005e-11	2.2846e-11	1.0322e-11	4.3247e-11	1.5043e-11	3.3074e-11	1.1010e-11	9.0099e-12	5.5599e-12	
6	1.5545e-09	2.1144e-09	2.3259e-12	1.6468e-12	1.4743e-14	6.6160e-13	2.4037e-13	1.9461e-12	6.6595e-15	1.1099e-14	2.4992e-12	5.8748e-10	2.7022e-10	7.0416e-10	1.1623e-09	6.9830e-09	3.8559e-08	7.8866e-08	2.8071e-10	3.4260e-10	1.7259e-12	1.4032e-11	2.7624e-12	1.0553e-10	3.4221e-10	1.4536e-09	1.4752e-09	6.4810e-09	1.5935e-09	3.4889e-10	1.3900e-10	4.7336e-10	3.8913e-11	7.4701e-11	2.0860e-11	9.1848e-11	1.0927e-10	1.7331e-10	9.1955e-10	2.7862e-10	1.9682e-09	4.6462e-10	1.6371e-09	1.1933e-09	1.7899e-10	5.4443e-11	1.9584e-11	1.8951e-11	3.5978e-11	1.3941e-10	1.2329e-10	6.4283e-11	1.8349e-10	1.2847e-10	1.0296e-09	3.1696e-10	8.2723e-10	6.5800e-11	2.3805e-11	4.2439e-11	1.7293e-11	1.5384e-11	3.2275e-11	1.8930e-11	6.8798e-11	4.0526e-11	3.0876e-10	9.6670e-11	4.5494e-10	1.6636e-10	2.6381e-10	2.5835e-11	2.1292e-11	2.3233e-11	1.7383e-11	2.6142e-11	8.4021e-11	3.3412e-11	9.9915e-11	2.9070e-11	1.4771e-10	6.4829e-11	1.4300e-10	4.3526e-11	7.8041e-11	7.7998e-12	5.4327e-12	4.5690e-12	8.3012e-12	2.5526e-12	5.5333e-11	1.0487e-11	2.3721e-11	1.1047e-11	4.2969e-11	1.5927e-11	3.4965e-11	1.1411e-11	9.2965e-12	5.9387e-12	
7	1.5519e-09	2.1123e-09	2.5792e-12	1.4579e-12	5.4952e-14	5.9056e-13	1.9028e-13	1.8275e-12	6.1946e-14	7.6396e-14	2.3564e-12	5.9459e-10	2.7256e-10	7.1012e-10	1.1726e-09	6.9885e-09	3.8604e-08	Skipped	2.7514e-10	3.4640e-10	1.5229e-12	1.4484e-11	2.7515e-12	1.0821e-10	3.4440e-10	1.4549e-09	1.4967e-09	6.5179e-09	1.6191e-09	3.4791e-10	1.4210e-10	4.7609e-10	3.9972e-11	7.5423e-11	2.0854e-11	9.5680e-11	1.1101e-10	1.7468e-10	9.3113e-10	2.8359e-10	2.0012e-09	4.6968e-10	1.6591e-09	1.1967e-09	1.8220e-10	5.6138e-11	1.8808e-11	1.8426e-11	3.5503e-11	1.4097e-10	1.2293e-10	6.4359e-11	1.8490e-10	1.2963e-10	1.0508e-09	3.1960e-10	8.3604e-10	6.7232e-11	2.4589e-11	4.4884e-11	1.7554e-11	1.6190e-11	3.2465e-11	1.9534e-11	7.0352e-11	4.1413e-11	3.1267e-10	9.9168e-11	4.6663e-10	1.6961e-10	2.7461e-10	2.6680e-11	2.1357e-11	2.3334e-11	1.7371e-11	2.6229e-11	8.6084e-11	3.4652e-11	1.0316e-10	3.0037e-11	1.5180e-10	6.5148e-11	1.4523e-10	4.3741e-11	8.0974e-11	7.8909e-12	5.3549e-12	4.8187e-12	8.7944e-12	2.4203e-12	5.7234e-11	1.0233e-11	2.3146e-11	1.1273e-11	4.4308e-11	1.6165e-11	3.4683e-11	1.1618e-11	1.0195e-11	6.0255e-12	
8	1.5185e-09	2.1129e-09	2.3555e-12	1.6414e-12	7.0574e-14	4.6847e-13	2.1507e-13	1.5347e-12	4.8292e-14	6.9946e-14	2.2885e-12	5.9977e-10	2.6959e-10	7.1770e-10	1.1848e-09	7.0089e-09	3.8650e-08	Skipped	2.7974e-10	3.4398e-10	1.5813e-12	1.2823e-11	3.1296e-12	1.0878e-10	3.4620e-10	1.4618e-09	1.5042e-09	6.5534e-09	1.6494e-09	3.5040e-10	1.4187e-10	4.7853e-10	3.9655e-11	7.7180e-11	2.2248e-11	9.8328e-11	1.1218e-10	1.7716e-10	9.4349e-10	2.8687e-10	2.0235e-09	4.7665e-10	1.6951e-09	1.2004e-09	1.8543e-10	5.7077e-11	2.0661e-11	1.8518e-11	3.5554e-11	1.4440e-10	1.2415e-10	6.5346e-11	1.8727e-10	1.3283e-10	1.0720e-09	3.2412e-10	8.6045e-10	6.9081e-11	2.4666e-11	4.5873e-11	1.7752e-11	1.5725e-11	3.2968e-11	1.8488e-11	7.0636e-11	4.1306e-11	3.1483e-10	1.0072e-10	4.7271e-10	1.7110e-10	2.7822e-10	2.6899e-11	2.2440e-11	2.3001e-11	1.8023e-11	2.7258e-11	8.8661e-11	3.3898e-11	1.0467e-10	3.0001e-11	1.5383e-10	6.5945e-11	1.4698e-10	4.4763e-11	8.0343e-11	7.8778e-12	5.4800e-12	4.9152e-12	9.3399e-12	2.6767e-12	5.7020e-11	1.1121e-11	2.4858e-11	1.1192e-11	4.5594e-11	1.6683e-11	3.5692e-11	1.1672e-11	9.7562e-12	6.1983e-12	
9	1.5455e-09	2.1173e-09	2.2103e-12	1.1549e-12	1.5036e-14	6.8141e-13	1.2150e-13	1.9141e-12	6.2407e-15	5.4575e-14	2.3253e-12	5.9734e-10	2.7207e-10	7.2022e-10	1.1908e-09	7.0098e-09	3.8674e-08	Skipped	2.7773e-10	3.4191e-10	1.8193e-12	1.3335e-11	3.4773e-12	1.0578e-10	3.4444e-10	1.4666e-09	1.5264e-09	6.5605e-09	1.6531e-09	3.4965e-10	1.4143e-10	4.8019e-10	4.0030e-11	7.6019e-11	2.2018e-11	1.0066e-10	1.1226e-10	1.7932e-10	9.4353e-10	2.8670e-10	2.0518e-09	4.8415e-10	1.7105e-09	1.2042e-09	1.8427e-10	5.7781e-11	1.9902e-11	1.7946e-11	3.5098e-11	1.4228e-10	1.2501e-10	6.4424e-11	1.8799e-10	1.3210e-10	1.0847e-09	3.3035e-10	8.6701e-10	6.6514e-11	2.5051e-11	4.6651e-11	1.8076e-11	1.6162e-11	3.4293e-11	1.8952e-11	7.0871e-11	4.1218e-11	3.1861e-10	1.0006e-10	4.7457e-10	1.7179e-10	2.8003e-10	2.7254e-11	2.1741e-11	2.3687e-11	1.7974e-11	2.6240e-11	8.7002e-11	3.3562e-11	1.0393e-10	3.0452e-11	1.5628e-10	6.6045e-11	1.4751e-10	4.5846e-11	8.1320e-11	7.8899e-12	5.4746e-12	4.7299e-12	8.6998e-12	2.5292e-12	5.7989e-11	1.0543e-11	2.4461e-11	1.1497e-11	4.5315e-11	1.6124e-11	3.6505e-11	1.1653e-11	9.9205e-12	6.2112e-12	
10	1.5546e-09	2.1260e-09	2.0093e-12	1.5757e-12	5.8386e-14	5.1848e-13	2.1038e-13	2.1646e-12	5.0596e-14	1.1405e-13	2.4865e-12	6.0382e-10	2.7321e-10	7.2297e-10	1.1952e-09	7.0308e-09	3.8733e-08	Skipped	2.7835e-10	3.4354e-10	1.5308e-12	1.3346e-11	3.2248e-12	1.0900e-10	3.4505e-10	1.4707e-09	1.5334e-09	6.6024e-09	1.6686e-09	3.5533e-10	1.4371e-10	4.7825e-10	4.1048e-11	7.6975e-11	2.3114e-11	1.0058e-10	1.1291e-10	1.7916e-10	9.5443e-10	2.8659e-10	2.0717e-09	4.8534e-10	1.7399e-09	1.2113e-09	1.8424e-10	5.7059e-11	1.9603e-11	1.8994e-11	3.5898e-11	1.4451e-10	1.2676e-10	6.5025e-11	1.9042e-10	1.3303e-10	1.0982e-09	3.3142e-10	8.7649e-10	6.7384e-11	2.5202e-11	4.7616e-11	1.7319e-11	1.6438e-11	3.2922e-11	1.9765e-11	7.2819e-11	4.2952e-11	3.2499e-10	1.0186e-10	4.8431e-10	1.7559e-10	2.8648e-10	2.7490e-11	2.2553e-11	2.4257e-11	1.8646e-11	2.7820e-11	8.8131e-11	3.5166e-11	1.0582e-10	3.1007e-11	1.5790e-10	6.8287e-11	1.5273e-10	4.6171e-11	8.2089e-11	8.4261e-12	5.7714e-12	4.9461e-12	8.9412e-12	2.6607e-12	5.8201e-11	1.0445e-11	2.4616e-11	1.1964e-11	4.7297e-11	1.6113e-11	3.6317e-11	1.1642e-11	1.0060e-11	6.0315e-12	
